"Format","MoTeC CSV File"
"Venue","RULLITIS"
"Vehicle","ANDREW"
"Driver",""
"Device","RAJAGP"
"Comment","Exported by RAJAGP Client"
"Log Date","20/08/2026"
"Log Time","15:10:09"
"Sample Rate","10.000"
"Duration","198.800"
"Range","All"

"Time","Satellites","GPS Latitude","GPS Longitude","Ground Speed","GPS Heading","GPS Altitude","GPS Vert Speed","Distance","G Force Long","G Force Lat","G Force Combined","Brake","Acceleration","Lap Number","Lap Time","Lap Distance","GPS Fix"
"s","count","deg","deg","km/h","deg","m","km/h","m","g","g","g","g","m/s2","lap","s","m","state"

0.000,012,+56.5988125,+23.6903100,42.100,0.00,+0.00,+0.000,0.000,-0.120,-0.260,0.286,0.120,-1.230,1,0.091,0.000,4
0.100,012,+56.5988022,+23.6903066,41.530,0.00,+0.00,+0.000,1.162,-0.190,-0.400,0.443,0.190,-1.830,1,0.191,1.162,4
0.200,012,+56.5987921,+23.6903038,40.800,0.00,+0.00,+0.000,2.305,-0.200,-0.320,0.377,0.200,-1.950,1,0.291,2.305,4
0.300,012,+56.5987821,+23.6903017,40.140,0.00,+0.00,+0.000,3.429,-0.190,-0.270,0.330,0.190,-1.830,1,0.391,3.429,4
0.400,012,+56.5987722,+23.6903002,39.530,0.00,+0.00,+0.000,4.536,-0.170,-0.180,0.248,0.170,-1.710,1,0.491,4.536,4
0.500,012,+56.5987624,+23.6902989,38.990,0.00,+0.00,+0.000,5.626,-0.140,-0.100,0.172,0.140,-1.350,1,0.591,5.626,4
0.600,012,+56.5987528,+23.6902976,38.430,0.00,+0.00,+0.000,6.702,-0.170,-0.060,0.180,0.170,-1.710,1,0.691,6.702,4
0.700,012,+56.5987434,+23.6902963,37.770,0.00,+0.00,+0.000,7.760,-0.190,+0.000,0.190,0.190,-1.830,1,0.791,7.760,4
0.800,012,+56.5987341,+23.6902950,37.020,0.00,+0.00,+0.000,8.799,-0.220,+0.000,0.220,0.220,-2.190,1,0.891,8.799,4
0.900,012,+56.5987250,+23.6902938,36.210,0.00,+0.00,+0.000,9.816,-0.230,+0.000,0.230,0.230,-2.300,1,0.991,9.816,4
1.000,012,+56.5987161,+23.6902926,35.500,0.00,+0.00,+0.000,10.812,-0.180,+0.000,0.180,0.180,-1.780,1,1.091,10.812,4
1.100,012,+56.5987073,+23.6902914,34.980,0.00,+0.00,+0.000,11.791,-0.120,+0.000,0.120,0.120,-1.180,1,1.191,11.791,4
1.200,012,+56.5986987,+23.6902902,34.580,0.00,+0.00,+0.000,12.757,-0.120,+0.000,0.120,0.120,-1.200,1,1.291,12.757,4
1.300,012,+56.5986901,+23.6902891,34.160,0.00,+0.00,+0.000,13.711,-0.120,+0.000,0.120,0.120,-1.190,1,1.391,13.711,4
1.400,012,+56.5986817,+23.6902879,33.750,0.00,+0.00,+0.000,14.655,-0.110,+0.000,0.110,0.110,-1.130,1,1.491,14.655,4
1.500,012,+56.5986734,+23.6902868,33.210,0.00,+0.00,+0.000,15.585,-0.180,+0.000,0.180,0.180,-1.730,1,1.591,15.585,4
1.600,012,+56.5986652,+23.6902857,32.460,0.00,+0.00,+0.000,16.497,-0.240,+0.000,0.240,0.240,-2.330,1,1.691,16.497,4
1.700,012,+56.5986573,+23.6902846,31.490,0.00,+0.00,+0.000,17.385,-0.300,+0.000,0.300,0.300,-2.930,1,1.791,17.385,4
1.800,012,+56.5986496,+23.6902835,30.390,0.00,+0.00,+0.000,18.244,-0.300,+0.000,0.300,0.300,-2.940,1,1.891,18.244,4
1.900,012,+56.5986422,+23.6902825,29.470,0.00,+0.00,+0.000,19.076,-0.240,+0.000,0.240,0.240,-2.340,1,1.991,19.076,4
2.000,012,+56.5986350,+23.6902815,28.750,0.00,+0.00,+0.000,19.884,-0.180,+0.000,0.180,0.180,-1.740,1,2.091,19.884,4
2.100,012,+56.5986279,+23.6902806,28.260,0.00,+0.00,+0.000,20.676,-0.120,+0.000,0.120,0.120,-1.140,1,2.191,20.676,4
2.200,012,+56.5986209,+23.6902796,27.980,0.00,+0.00,+0.000,21.457,-0.050,+0.000,0.050,0.050,-0.540,1,2.291,21.457,4
2.300,012,+56.5986140,+23.6902787,27.910,0.00,+0.00,+0.000,22.233,+0.010,+0.000,0.010,0.000,+0.060,1,2.391,22.233,4
2.400,012,+56.5986070,+23.6902777,28.070,0.00,+0.00,+0.000,23.011,+0.070,+0.000,0.070,0.000,+0.660,1,2.491,23.011,4
2.500,012,+56.5986000,+23.6902768,28.430,0.00,+0.00,+0.000,23.796,+0.130,+0.000,0.130,0.000,+1.260,1,2.591,23.796,4
2.600,012,+56.5985928,+23.6902758,29.020,0.00,+0.00,+0.000,24.594,+0.190,+0.000,0.190,0.000,+1.860,1,2.691,24.594,4
2.700,012,+56.5985855,+23.6902748,29.820,0.00,+0.00,+0.000,25.411,+0.250,+0.000,0.250,0.000,+2.460,1,2.791,25.411,4
2.800,012,+56.5985779,+23.6902738,30.830,0.00,+0.00,+0.000,26.253,+0.310,+0.000,0.310,0.000,+3.060,1,2.891,26.253,4
2.900,012,+56.5985701,+23.6902727,31.960,0.00,+0.00,+0.000,27.125,+0.300,+0.000,0.300,0.000,+2.940,1,2.991,27.125,4
3.000,012,+56.5985620,+23.6902716,32.890,0.00,+0.00,+0.000,28.026,+0.240,+0.000,0.240,0.000,+2.340,1,3.091,28.026,4
3.100,012,+56.5985537,+23.6902704,33.610,0.00,+0.00,+0.000,28.950,+0.180,+0.000,0.180,0.000,+1.740,1,3.191,28.950,4
3.200,012,+56.5985452,+23.6902693,34.100,0.00,+0.00,+0.000,29.890,+0.120,+0.000,0.120,0.000,+1.140,1,3.291,29.890,4
3.300,012,+56.5985367,+23.6902681,34.390,0.00,+0.00,+0.000,30.841,+0.060,+0.000,0.060,0.000,+0.540,1,3.391,30.841,4
3.400,012,+56.5985281,+23.6902670,34.450,0.00,+0.00,+0.000,31.797,-0.010,+0.000,0.010,0.010,-0.060,1,3.491,31.797,4
3.500,012,+56.5985196,+23.6902658,34.300,0.00,+0.00,+0.000,32.752,-0.070,+0.000,0.070,0.070,-0.660,1,3.591,32.752,4
3.600,012,+56.5985111,+23.6902646,34.060,0.00,+0.00,+0.000,33.702,-0.050,+0.000,0.050,0.050,-0.540,1,3.691,33.702,4
3.700,012,+56.5985027,+23.6902635,33.850,0.00,+0.00,+0.000,34.645,-0.040,+0.000,0.040,0.040,-0.420,1,3.791,34.645,4
3.800,012,+56.5984942,+23.6902623,33.830,0.00,+0.00,+0.000,35.585,+0.020,+0.000,0.020,0.000,+0.180,1,3.891,35.585,4
3.900,012,+56.5984858,+23.6902612,34.030,0.00,+0.00,+0.000,36.527,+0.080,+0.000,0.080,0.000,+0.780,1,3.991,36.527,4
4.000,012,+56.5984773,+23.6902600,34.440,0.00,+0.00,+0.000,37.478,+0.140,+0.000,0.140,0.000,+1.380,1,4.091,37.478,4
4.100,012,+56.5984686,+23.6902588,35.070,0.00,+0.00,+0.000,38.444,+0.200,+0.000,0.200,0.000,+1.980,1,4.191,38.444,4
4.200,012,+56.5984598,+23.6902576,35.910,0.00,+0.00,+0.000,39.430,+0.260,+0.000,0.260,0.000,+2.580,1,4.291,39.430,4
4.300,012,+56.5984507,+23.6902564,36.920,0.00,+0.00,+0.000,40.441,+0.280,+0.000,0.280,0.000,+2.700,1,4.391,40.441,4
4.400,012,+56.5984414,+23.6902551,37.850,0.00,+0.00,+0.000,41.480,+0.260,+0.000,0.260,0.000,+2.580,1,4.491,41.480,4
4.500,012,+56.5984318,+23.6902538,38.680,0.00,+0.00,+0.000,42.543,+0.230,+0.000,0.230,0.000,+2.220,1,4.591,42.543,4
4.600,012,+56.5984221,+23.6902525,39.440,0.00,+0.00,+0.000,43.627,+0.210,+0.000,0.210,0.000,+2.100,1,4.691,43.627,4
4.700,012,+56.5984122,+23.6902512,40.070,0.00,+0.00,+0.000,44.732,+0.150,+0.000,0.150,0.000,+1.500,1,4.791,44.732,4
4.800,012,+56.5984021,+23.6902498,40.480,0.00,+0.00,+0.000,45.851,+0.090,+0.000,0.090,0.000,+0.900,1,4.891,45.851,4
4.900,012,+56.5983920,+23.6902484,40.670,0.00,+0.00,+0.000,46.978,+0.030,+0.000,0.030,0.000,+0.300,1,4.991,46.978,4
5.000,012,+56.5983819,+23.6902470,40.650,0.00,+0.00,+0.000,48.107,-0.030,+0.000,0.030,0.030,-0.300,1,5.091,48.107,4
5.100,012,+56.5983718,+23.6902457,40.470,0.00,+0.00,+0.000,49.234,-0.070,+0.000,0.070,0.070,-0.660,1,5.191,49.234,4
5.200,012,+56.5983618,+23.6902443,40.220,0.00,+0.00,+0.000,50.354,-0.080,+0.000,0.080,0.080,-0.780,1,5.291,50.354,4
5.300,012,+56.5983518,+23.6902429,39.980,0.00,+0.00,+0.000,51.468,-0.050,+0.000,0.050,0.050,-0.460,1,5.391,51.468,4
5.400,012,+56.5983419,+23.6902416,39.840,0.00,+0.00,+0.000,52.577,-0.030,+0.000,0.030,0.030,-0.340,1,5.491,52.577,4
5.500,012,+56.5983320,+23.6902402,39.690,0.00,+0.00,+0.000,53.682,-0.050,+0.000,0.050,0.050,-0.460,1,5.591,53.682,4
5.600,012,+56.5983222,+23.6902389,39.550,0.00,+0.00,+0.000,54.782,-0.030,+0.000,0.030,0.030,-0.340,1,5.691,54.782,4
5.700,012,+56.5983123,+23.6902375,39.560,0.00,+0.00,+0.000,55.881,+0.030,+0.000,0.030,0.000,+0.260,1,5.791,55.881,4
5.800,012,+56.5983025,+23.6902362,39.680,0.00,+0.00,+0.000,56.981,+0.010,+0.000,0.010,0.000,+0.140,1,5.891,56.981,4
5.900,012,+56.5982926,+23.6902348,39.600,0.00,+0.00,+0.000,58.083,-0.050,+0.000,0.050,0.050,-0.460,1,5.991,58.083,4
6.000,012,+56.5982828,+23.6902335,39.320,0.00,+0.00,+0.000,59.179,-0.080,+0.000,0.080,0.080,-0.820,1,6.091,59.179,4
6.100,012,+56.5982731,+23.6902322,38.950,0.00,+0.00,+0.000,60.266,-0.100,-0.020,0.102,0.100,-0.940,1,6.191,60.266,4
6.200,012,+56.5982634,+23.6902309,38.740,0.00,+0.00,+0.000,61.345,-0.030,-0.020,0.036,0.030,-0.340,1,6.291,61.345,4
6.300,012,+56.5982538,+23.6902296,38.740,0.00,+0.00,+0.000,62.421,+0.030,-0.060,0.067,0.000,+0.260,1,6.391,62.421,4
6.400,012,+56.5982441,+23.6902283,38.970,0.00,+0.00,+0.000,63.500,+0.090,-0.110,0.142,0.000,+0.860,1,6.491,63.500,4
6.500,012,+56.5982343,+23.6902273,39.410,0.00,+0.00,+0.000,64.589,+0.150,-0.150,0.212,0.000,+1.460,1,6.591,64.589,4
6.600,012,+56.5982244,+23.6902266,39.800,0.00,+0.00,+0.000,65.689,+0.090,-0.200,0.219,0.000,+0.860,1,6.691,65.689,4
6.700,012,+56.5982145,+23.6902263,39.980,0.00,+0.00,+0.000,66.797,+0.030,-0.220,0.222,0.000,+0.260,1,6.791,66.797,4
6.800,012,+56.5982045,+23.6902262,39.950,0.00,+0.00,+0.000,67.907,-0.030,-0.220,0.222,0.030,-0.340,1,6.891,67.907,4
6.900,012,+56.5981946,+23.6902266,39.690,0.00,+0.00,+0.000,69.013,-0.100,-0.220,0.242,0.100,-0.940,1,6.991,69.013,4
7.000,012,+56.5981847,+23.6902273,39.230,0.00,+0.00,+0.000,70.109,-0.160,-0.170,0.233,0.160,-1.540,1,7.091,70.109,4
7.100,012,+56.5981751,+23.6902283,38.540,0.00,+0.00,+0.000,71.189,-0.220,-0.170,0.278,0.220,-2.140,1,7.191,71.189,4
7.200,012,+56.5981656,+23.6902296,37.640,0.00,+0.00,+0.000,72.247,-0.280,-0.200,0.344,0.280,-2.740,1,7.291,72.247,4
7.300,012,+56.5981564,+23.6902311,36.530,0.00,+0.00,+0.000,73.278,-0.340,-0.170,0.380,0.340,-3.340,1,7.391,73.278,4
7.400,012,+56.5981475,+23.6902329,35.370,0.00,+0.00,+0.000,74.276,-0.300,-0.140,0.331,0.300,-2.980,1,7.491,74.276,4
7.500,012,+56.5981389,+23.6902349,34.420,0.00,+0.00,+0.000,75.246,-0.240,-0.130,0.273,0.240,-2.380,1,7.591,75.246,4
7.600,012,+56.5981305,+23.6902369,33.700,0.00,+0.00,+0.000,76.192,-0.180,-0.130,0.222,0.180,-1.780,1,7.691,76.192,4
7.700,012,+56.5981223,+23.6902391,33.190,0.00,+0.00,+0.000,77.121,-0.120,-0.150,0.192,0.120,-1.180,1,7.791,77.121,4
7.800,012,+56.5981141,+23.6902414,32.870,0.00,+0.00,+0.000,78.038,-0.080,-0.150,0.170,0.080,-0.820,1,7.891,78.038,4
7.900,012,+56.5981061,+23.6902440,32.550,0.00,+0.00,+0.000,78.947,-0.110,-0.160,0.194,0.110,-1.050,1,7.991,78.947,4
8.000,012,+56.5980982,+23.6902468,32.040,0.00,+0.00,+0.000,79.844,-0.170,-0.190,0.255,0.170,-1.650,1,8.091,79.844,4
8.100,012,+56.5980905,+23.6902498,31.440,0.00,+0.00,+0.000,80.726,-0.150,-0.170,0.227,0.150,-1.500,1,8.191,80.726,4
8.200,012,+56.5980829,+23.6902531,31.030,0.00,+0.00,+0.000,81.593,-0.090,-0.160,0.184,0.090,-0.900,1,8.291,81.593,4
8.300,012,+56.5980755,+23.6902566,30.830,0.00,+0.00,+0.000,82.452,-0.030,-0.160,0.163,0.030,-0.300,1,8.391,82.452,4
8.400,012,+56.5980681,+23.6902604,30.850,0.00,+0.00,+0.000,83.309,+0.030,-0.160,0.163,0.000,+0.300,1,8.491,83.309,4
8.500,012,+56.5980607,+23.6902644,31.090,0.00,+0.00,+0.000,84.169,+0.090,-0.150,0.175,0.000,+0.900,1,8.591,84.169,4
8.600,012,+56.5980532,+23.6902687,31.540,0.00,+0.00,+0.000,85.039,+0.150,-0.130,0.198,0.000,+1.500,1,8.691,85.039,4
8.700,012,+56.5980457,+23.6902734,32.210,0.00,+0.00,+0.000,85.925,+0.210,-0.130,0.247,0.000,+2.100,1,8.791,85.925,4
8.800,012,+56.5980380,+23.6902784,33.100,0.00,+0.00,+0.000,86.832,+0.280,-0.130,0.309,0.000,+2.700,1,8.891,86.832,4
8.900,012,+56.5980301,+23.6902837,34.030,0.00,+0.00,+0.000,87.764,+0.240,-0.160,0.288,0.000,+2.340,1,8.991,87.764,4
9.000,012,+56.5980221,+23.6902891,34.740,0.00,+0.00,+0.000,88.719,+0.180,-0.180,0.255,0.000,+1.740,1,9.091,88.719,4
9.100,012,+56.5980139,+23.6902950,35.230,0.00,+0.00,+0.000,89.691,+0.120,-0.180,0.216,0.000,+1.140,1,9.191,89.691,4
9.200,012,+56.5980058,+23.6903013,35.510,0.00,+0.00,+0.000,90.673,+0.050,-0.190,0.196,0.000,+0.540,1,9.291,90.673,4
9.300,012,+56.5979977,+23.6903079,35.660,0.00,+0.00,+0.000,91.662,+0.040,-0.230,0.233,0.000,+0.420,1,9.391,91.662,4
9.400,012,+56.5979896,+23.6903148,35.940,0.00,+0.00,+0.000,92.656,+0.100,-0.200,0.224,0.000,+1.020,1,9.491,92.656,4
9.500,012,+56.5979815,+23.6903221,36.340,0.00,+0.00,+0.000,93.660,+0.090,-0.210,0.228,0.000,+0.900,1,9.591,93.660,4
9.600,012,+56.5979735,+23.6903298,36.530,0.00,+0.00,+0.000,94.672,+0.030,-0.210,0.212,0.000,+0.300,1,9.691,94.672,4
9.700,012,+56.5979655,+23.6903378,36.510,0.00,+0.00,+0.000,95.687,-0.030,-0.170,0.173,0.030,-0.300,1,9.791,95.687,4
9.800,012,+56.5979577,+23.6903460,36.270,0.00,+0.00,+0.000,96.698,-0.090,-0.180,0.201,0.090,-0.900,1,9.891,96.698,4
9.900,012,+56.5979499,+23.6903543,35.950,0.00,+0.00,+0.000,97.701,-0.080,-0.140,0.161,0.080,-0.800,1,9.991,97.701,4
10.000,012,+56.5979423,+23.6903628,35.760,0.00,+0.00,+0.000,98.697,-0.030,-0.150,0.153,0.030,-0.330,1,10.091,98.697,4
10.100,012,+56.5979347,+23.6903714,35.770,0.00,+0.00,+0.000,99.690,+0.030,-0.130,0.133,0.000,+0.270,1,10.191,99.690,4
10.200,012,+56.5979272,+23.6903803,35.980,0.00,+0.00,+0.000,100.687,+0.060,-0.110,0.125,0.000,+0.630,1,10.291,100.687,4
10.300,012,+56.5979198,+23.6903894,36.080,0.00,+0.00,+0.000,101.687,+0.000,-0.090,0.090,0.000,+0.030,1,10.391,101.687,4
10.400,012,+56.5979124,+23.6903986,35.960,0.00,+0.00,+0.000,102.688,-0.060,-0.060,0.085,0.060,-0.570,1,10.491,102.688,4
10.500,012,+56.5979050,+23.6904078,35.620,0.00,+0.00,+0.000,103.682,-0.120,-0.060,0.134,0.120,-1.170,1,10.591,103.682,4
10.600,012,+56.5978978,+23.6904169,35.120,0.00,+0.00,+0.000,104.665,-0.130,-0.030,0.133,0.130,-1.290,1,10.691,104.665,4
10.700,012,+56.5978906,+23.6904258,34.790,0.00,+0.00,+0.000,105.636,-0.070,-0.050,0.086,0.070,-0.690,1,10.791,105.636,4
10.800,012,+56.5978835,+23.6904348,34.570,0.00,+0.00,+0.000,106.599,-0.070,-0.090,0.114,0.070,-0.640,1,10.891,106.599,4
10.900,012,+56.5978765,+23.6904438,34.380,0.00,+0.00,+0.000,107.557,-0.040,-0.090,0.098,0.040,-0.390,1,10.991,107.557,4
11.000,012,+56.5978696,+23.6904530,34.200,0.00,+0.00,+0.000,108.509,-0.050,-0.120,0.130,0.050,-0.470,1,11.091,108.509,4
11.100,012,+56.5978628,+23.6904624,34.060,0.00,+0.00,+0.000,109.457,-0.040,-0.140,0.146,0.040,-0.410,1,11.191,109.457,4
11.200,012,+56.5978561,+23.6904718,34.000,0.00,+0.00,+0.000,110.403,+0.000,-0.140,0.140,0.000,-0.020,1,11.291,110.403,4
11.300,012,+56.5978495,+23.6904815,34.130,0.00,+0.00,+0.000,111.349,+0.060,-0.140,0.152,0.000,+0.580,1,11.391,111.349,4
11.400,012,+56.5978429,+23.6904914,34.380,0.00,+0.00,+0.000,112.300,+0.070,-0.140,0.157,0.000,+0.700,1,11.491,112.300,4
11.500,012,+56.5978364,+23.6905015,34.500,0.00,+0.00,+0.000,113.257,+0.010,-0.140,0.140,0.000,+0.100,1,11.591,113.257,4
11.600,012,+56.5978300,+23.6905118,34.410,0.00,+0.00,+0.000,114.214,-0.050,-0.140,0.149,0.050,-0.500,1,11.691,114.214,4
11.700,012,+56.5978236,+23.6905222,34.100,0.00,+0.00,+0.000,115.166,-0.110,-0.140,0.178,0.110,-1.100,1,11.791,115.166,4
11.800,012,+56.5978175,+23.6905327,33.570,0.00,+0.00,+0.000,116.105,-0.170,-0.140,0.220,0.170,-1.670,1,11.891,116.105,4
11.900,012,+56.5978115,+23.6905431,33.090,0.00,+0.00,+0.000,117.031,-0.120,-0.130,0.177,0.120,-1.190,1,11.991,117.031,4
12.000,012,+56.5978057,+23.6905535,32.580,0.00,+0.00,+0.000,117.943,-0.170,-0.130,0.214,0.170,-1.650,1,12.091,117.943,4
12.100,012,+56.5978001,+23.6905639,31.960,0.00,+0.00,+0.000,118.840,-0.160,-0.110,0.194,0.160,-1.530,1,12.191,118.840,4
12.200,012,+56.5977946,+23.6905743,31.540,0.00,+0.00,+0.000,119.722,-0.090,-0.070,0.114,0.090,-0.930,1,12.291,119.722,4
12.300,012,+56.5977893,+23.6905847,31.330,0.00,+0.00,+0.000,120.595,-0.030,-0.070,0.076,0.030,-0.330,1,12.391,120.595,4
12.400,012,+56.5977840,+23.6905951,31.340,0.00,+0.00,+0.000,121.465,+0.030,-0.040,0.050,0.000,+0.270,1,12.491,121.465,4
12.500,012,+56.5977787,+23.6906057,31.570,0.00,+0.00,+0.000,122.339,+0.090,-0.040,0.098,0.000,+0.870,1,12.591,122.339,4
12.600,012,+56.5977734,+23.6906163,32.010,0.00,+0.00,+0.000,123.222,+0.150,-0.020,0.151,0.000,+1.470,1,12.691,123.222,4
12.700,012,+56.5977679,+23.6906272,32.670,0.00,+0.00,+0.000,124.120,+0.210,-0.020,0.211,0.000,+2.070,1,12.791,124.120,4
12.800,012,+56.5977624,+23.6906383,33.490,0.00,+0.00,+0.000,125.039,+0.220,+0.000,0.220,0.000,+2.190,1,12.891,125.039,4
12.900,012,+56.5977567,+23.6906497,34.150,0.00,+0.00,+0.000,125.979,+0.160,+0.000,0.160,0.000,+1.590,1,12.991,125.979,4
13.000,012,+56.5977509,+23.6906612,34.590,0.00,+0.00,+0.000,126.933,+0.100,+0.000,0.100,0.000,+0.990,1,13.091,126.933,4
13.100,012,+56.5977451,+23.6906729,34.820,0.00,+0.00,+0.000,127.897,+0.040,-0.040,0.057,0.000,+0.390,1,13.191,127.897,4
13.200,012,+56.5977393,+23.6906845,34.830,0.00,+0.00,+0.000,128.865,-0.020,-0.110,0.112,0.020,-0.210,1,13.291,128.865,4
13.300,012,+56.5977335,+23.6906962,34.680,0.00,+0.00,+0.000,129.830,-0.050,-0.110,0.121,0.050,-0.500,1,13.391,129.830,4
13.400,012,+56.5977277,+23.6907079,34.530,0.00,+0.00,+0.000,130.792,-0.040,-0.190,0.194,0.040,-0.380,1,13.491,130.792,4
13.500,012,+56.5977222,+23.6907198,34.410,0.00,+0.00,+0.000,131.749,-0.030,-0.260,0.262,0.030,-0.270,1,13.591,131.749,4
13.600,012,+56.5977169,+23.6907320,34.320,0.00,+0.00,+0.000,132.704,-0.020,-0.330,0.331,0.020,-0.180,1,13.691,132.704,4
13.700,012,+56.5977119,+23.6907446,34.380,0.00,+0.00,+0.000,133.658,+0.040,-0.380,0.382,0.000,+0.420,1,13.791,133.658,4
13.800,012,+56.5977071,+23.6907576,34.670,0.00,+0.00,+0.000,134.617,+0.100,-0.380,0.393,0.000,+1.020,1,13.891,134.617,4
13.900,012,+56.5977026,+23.6907711,35.160,0.00,+0.00,+0.000,135.587,+0.170,-0.400,0.435,0.000,+1.620,1,13.991,135.587,4
14.000,012,+56.5976982,+23.6907851,35.880,0.00,+0.00,+0.000,136.573,+0.230,-0.410,0.470,0.000,+2.220,1,14.091,136.573,4
14.100,012,+56.5976941,+23.6907998,36.810,0.00,+0.00,+0.000,137.583,+0.290,-0.430,0.519,0.000,+2.820,1,14.191,137.583,4
14.200,012,+56.5976903,+23.6908153,37.930,0.00,+0.00,+0.000,138.621,+0.320,-0.460,0.560,0.000,+3.180,1,14.291,138.621,4
14.300,012,+56.5976867,+23.6908315,38.950,0.00,+0.00,+0.000,139.689,+0.260,-0.450,0.520,0.000,+2.580,1,14.391,139.689,4
14.400,012,+56.5976835,+23.6908483,39.750,0.00,+0.00,+0.000,140.782,+0.200,-0.470,0.511,0.000,+1.980,1,14.491,140.782,4
14.500,012,+56.5976805,+23.6908657,40.330,0.00,+0.00,+0.000,141.894,+0.140,-0.410,0.433,0.000,+1.380,1,14.591,141.894,4
14.600,012,+56.5976779,+23.6908834,40.700,0.00,+0.00,+0.000,143.019,+0.080,-0.340,0.349,0.000,+0.780,1,14.691,143.019,4
14.700,012,+56.5976755,+23.6909013,40.850,0.00,+0.00,+0.000,144.152,+0.020,-0.280,0.281,0.000,+0.180,1,14.791,144.152,4
14.800,012,+56.5976733,+23.6909193,40.790,0.00,+0.00,+0.000,145.286,-0.040,-0.210,0.214,0.040,-0.420,1,14.891,145.286,4
14.900,012,+56.5976712,+23.6909373,40.510,0.00,+0.00,+0.000,146.415,-0.100,-0.170,0.197,0.100,-1.020,1,14.991,146.415,4
15.000,012,+56.5976692,+23.6909552,40.010,0.00,+0.00,+0.000,147.533,-0.160,-0.170,0.233,0.160,-1.620,1,15.091,147.533,4
15.100,012,+56.5976674,+23.6909728,39.420,0.00,+0.00,+0.000,148.637,-0.180,-0.160,0.241,0.180,-1.740,1,15.191,148.637,4
15.200,012,+56.5976658,+23.6909902,38.670,0.00,+0.00,+0.000,149.721,-0.240,-0.160,0.288,0.240,-2.340,1,15.291,149.721,4
15.300,012,+56.5976644,+23.6910072,37.730,0.00,+0.00,+0.000,150.782,-0.280,-0.150,0.318,0.280,-2.700,1,15.391,150.782,4
15.400,012,+56.5976631,+23.6910239,36.730,0.00,+0.00,+0.000,151.817,-0.290,-0.110,0.310,0.290,-2.820,1,15.491,151.817,4
15.500,012,+56.5976620,+23.6910400,35.590,0.00,+0.00,+0.000,152.821,-0.350,-0.120,0.370,0.350,-3.420,1,15.591,152.821,4
15.600,012,+56.5976610,+23.6910557,34.240,0.00,+0.00,+0.000,153.791,-0.400,-0.090,0.410,0.400,-3.950,1,15.691,153.791,4
15.700,012,+56.5976601,+23.6910707,32.850,0.00,+0.00,+0.000,154.723,-0.370,-0.060,0.375,0.370,-3.660,1,15.791,154.723,4
15.800,012,+56.5976594,+23.6910852,31.660,0.00,+0.00,+0.000,155.619,-0.310,-0.030,0.311,0.310,-3.060,1,15.891,155.619,4
15.900,012,+56.5976586,+23.6910992,30.690,0.00,+0.00,+0.000,156.485,-0.250,-0.030,0.252,0.250,-2.460,1,15.991,156.485,4
16.000,012,+56.5976579,+23.6911128,29.930,0.00,+0.00,+0.000,157.327,-0.190,-0.010,0.190,0.190,-1.860,1,16.091,157.327,4
16.100,012,+56.5976572,+23.6911261,29.300,0.00,+0.00,+0.000,158.149,-0.170,+0.000,0.170,0.170,-1.710,1,16.191,158.149,4
16.200,012,+56.5976565,+23.6911391,28.750,0.00,+0.00,+0.000,158.955,-0.140,+0.000,0.140,0.140,-1.410,1,16.291,158.955,4
16.300,012,+56.5976558,+23.6911519,28.380,0.00,+0.00,+0.000,159.749,-0.080,+0.000,0.080,0.080,-0.810,1,16.391,159.749,4
16.400,012,+56.5976552,+23.6911647,28.220,0.00,+0.00,+0.000,160.535,-0.020,+0.000,0.020,0.020,-0.210,1,16.491,160.535,4
16.500,012,+56.5976545,+23.6911774,28.270,0.00,+0.00,+0.000,161.320,+0.040,+0.000,0.040,0.000,+0.390,1,16.591,161.320,4
16.600,012,+56.5976538,+23.6911902,28.540,0.00,+0.00,+0.000,162.109,+0.100,+0.000,0.100,0.000,+0.990,1,16.691,162.109,4
16.700,012,+56.5976531,+23.6912031,29.030,0.00,+0.00,+0.000,162.908,+0.160,+0.000,0.160,0.000,+1.590,1,16.791,162.908,4
16.800,012,+56.5976524,+23.6912164,29.680,0.00,+0.00,+0.000,163.724,+0.170,+0.000,0.170,0.000,+1.710,1,16.891,163.724,4
16.900,012,+56.5976517,+23.6912299,30.170,0.00,+0.00,+0.000,164.555,+0.110,+0.000,0.110,0.000,+1.110,1,16.991,164.555,4
17.000,012,+56.5976510,+23.6912436,30.440,0.00,+0.00,+0.000,165.397,+0.050,+0.000,0.050,0.000,+0.510,1,17.091,165.397,4
17.100,012,+56.5976503,+23.6912573,30.490,0.00,+0.00,+0.000,166.243,-0.010,+0.000,0.010,0.010,-0.090,1,17.191,166.243,4
17.200,012,+56.5976496,+23.6912710,30.330,0.00,+0.00,+0.000,167.088,-0.070,+0.000,0.070,0.070,-0.690,1,17.291,167.088,4
17.300,012,+56.5976489,+23.6912846,30.040,0.00,+0.00,+0.000,167.926,-0.070,+0.000,0.070,0.070,-0.690,1,17.391,167.926,4
17.400,012,+56.5976481,+23.6912980,29.920,0.00,+0.00,+0.000,168.759,-0.010,+0.000,0.010,0.010,-0.090,1,17.491,168.759,4
17.500,012,+56.5976474,+23.6913115,29.800,0.00,+0.00,+0.000,169.588,-0.040,+0.000,0.040,0.040,-0.370,1,17.591,169.588,4
17.600,012,+56.5976467,+23.6913249,29.610,0.00,+0.00,+0.000,170.413,-0.050,+0.000,0.050,0.050,-0.490,1,17.691,170.413,4
