"Format","MoTeC CSV File"
"Venue","RULLITIS"
"Vehicle","JULIA"
"Driver",""
"Device","RAJAGP"
"Comment","Exported by RAJAGP Client"
"Log Date","20/08/2026"
"Log Time","11:11:40"
"Sample Rate","10.000"
"Duration","199.300"
"Range","All"

"Time","Satellites","GPS Latitude","GPS Longitude","Ground Speed","GPS Heading","GPS Altitude","GPS Vert Speed","Distance","G Force Long","G Force Lat","G Force Combined","Brake","Acceleration","Lap Number","Lap Time","Lap Distance","GPS Fix"
"s","count","deg","deg","km/h","deg","m","km/h","m","g","g","g","g","m/s2","lap","s","m","state"

0.000,012,+56.5988189,+23.6903126,42.180,0.00,+0.00,+0.000,0.000,-0.090,-0.160,0.184,0.090,-0.840,1,0.028,0.000,4
0.100,012,+56.5988087,+23.6903087,41.750,0.00,+0.00,+0.000,1.166,-0.150,-0.350,0.381,0.150,-1.440,1,0.128,1.166,4
0.200,012,+56.5987985,+23.6903055,41.100,0.00,+0.00,+0.000,2.316,-0.210,-0.410,0.461,0.210,-2.040,1,0.228,2.316,4
0.300,012,+56.5987885,+23.6903030,40.300,0.00,+0.00,+0.000,3.447,-0.230,-0.310,0.386,0.230,-2.290,1,0.328,3.447,4
0.400,012,+56.5987786,+23.6903012,39.560,0.00,+0.00,+0.000,4.556,-0.200,-0.220,0.297,0.200,-1.930,1,0.428,4.556,4
0.500,012,+56.5987689,+23.6902998,38.860,0.00,+0.00,+0.000,5.645,-0.180,-0.130,0.222,0.180,-1.810,1,0.528,5.645,4
0.600,012,+56.5987593,+23.6902985,38.250,0.00,+0.00,+0.000,6.716,-0.150,-0.090,0.175,0.150,-1.450,1,0.628,6.716,4
0.700,012,+56.5987499,+23.6902972,37.680,0.00,+0.00,+0.000,7.771,-0.180,-0.020,0.181,0.180,-1.810,1,0.728,7.771,4
0.800,012,+56.5987406,+23.6902959,36.940,0.00,+0.00,+0.000,8.807,-0.220,+0.000,0.220,0.220,-2.170,1,0.828,8.807,4
0.900,012,+56.5987315,+23.6902947,36.150,0.00,+0.00,+0.000,9.822,-0.230,+0.000,0.230,0.230,-2.290,1,0.928,9.822,4
1.000,012,+56.5987226,+23.6902935,35.420,0.00,+0.00,+0.000,10.816,-0.190,+0.000,0.190,0.190,-1.870,1,1.028,10.816,4
1.100,012,+56.5987139,+23.6902923,34.840,0.00,+0.00,+0.000,11.792,-0.140,+0.000,0.140,0.140,-1.390,1,1.128,11.792,4
1.200,012,+56.5987053,+23.6902911,34.450,0.00,+0.00,+0.000,12.755,-0.110,+0.000,0.110,0.110,-1.050,1,1.228,12.755,4
1.300,012,+56.5986968,+23.6902900,34.060,0.00,+0.00,+0.000,13.706,-0.110,+0.000,0.110,0.110,-1.100,1,1.328,13.706,4
1.400,012,+56.5986884,+23.6902888,33.660,0.00,+0.00,+0.000,14.647,-0.110,+0.000,0.110,0.110,-1.090,1,1.428,14.647,4
1.500,012,+56.5986801,+23.6902877,33.270,0.00,+0.00,+0.000,15.576,-0.120,+0.000,0.120,0.120,-1.170,1,1.528,15.576,4
1.600,012,+56.5986719,+23.6902866,32.720,0.00,+0.00,+0.000,16.493,-0.180,+0.000,0.180,0.180,-1.770,1,1.628,16.493,4
1.700,012,+56.5986638,+23.6902855,31.950,0.00,+0.00,+0.000,17.391,-0.240,+0.000,0.240,0.240,-2.370,1,1.728,17.391,4
1.800,012,+56.5986560,+23.6902844,30.970,0.00,+0.00,+0.000,18.265,-0.300,+0.000,0.300,0.300,-2.970,1,1.828,18.265,4
1.900,012,+56.5986485,+23.6902834,29.950,0.00,+0.00,+0.000,19.111,-0.270,+0.000,0.270,0.270,-2.630,1,1.928,19.111,4
2.000,012,+56.5986412,+23.6902824,29.040,0.00,+0.00,+0.000,19.930,-0.230,+0.000,0.230,0.230,-2.270,1,2.028,19.930,4
2.100,012,+56.5986340,+23.6902814,28.360,0.00,+0.00,+0.000,20.728,-0.170,+0.000,0.170,0.170,-1.670,1,2.128,20.728,4
2.200,012,+56.5986271,+23.6902805,27.880,0.00,+0.00,+0.000,21.509,-0.110,+0.000,0.110,0.110,-1.070,1,2.228,21.509,4
2.300,012,+56.5986202,+23.6902795,27.630,0.00,+0.00,+0.000,22.280,-0.050,+0.000,0.050,0.050,-0.470,1,2.328,22.280,4
2.400,012,+56.5986133,+23.6902786,27.590,0.00,+0.00,+0.000,23.047,+0.010,+0.000,0.010,0.000,+0.130,1,2.428,23.047,4
2.500,012,+56.5986064,+23.6902776,27.760,0.00,+0.00,+0.000,23.815,+0.070,+0.000,0.070,0.000,+0.730,1,2.528,23.815,4
2.600,012,+56.5985995,+23.6902767,28.150,0.00,+0.00,+0.000,24.592,+0.140,+0.000,0.140,0.000,+1.330,1,2.628,24.592,4
2.700,012,+56.5985924,+23.6902757,28.760,0.00,+0.00,+0.000,25.382,+0.200,+0.000,0.200,0.000,+1.930,1,2.728,25.382,4
2.800,012,+56.5985851,+23.6902747,29.580,0.00,+0.00,+0.000,26.193,+0.260,+0.000,0.260,0.000,+2.530,1,2.828,26.193,4
2.900,012,+56.5985776,+23.6902737,30.620,0.00,+0.00,+0.000,27.029,+0.320,+0.000,0.320,0.000,+3.130,1,2.928,27.029,4
3.000,012,+56.5985698,+23.6902726,31.710,0.00,+0.00,+0.000,27.894,+0.280,+0.000,0.280,0.000,+2.770,1,3.028,27.894,4
3.100,012,+56.5985618,+23.6902716,32.570,0.00,+0.00,+0.000,28.787,+0.220,+0.000,0.220,0.000,+2.170,1,3.128,28.787,4
3.200,012,+56.5985536,+23.6902704,33.220,0.00,+0.00,+0.000,29.701,+0.160,+0.000,0.160,0.000,+1.570,1,3.228,29.701,4
3.300,012,+56.5985452,+23.6902693,33.660,0.00,+0.00,+0.000,30.630,+0.100,+0.000,0.100,0.000,+0.970,1,3.328,30.630,4
3.400,012,+56.5985368,+23.6902681,33.880,0.00,+0.00,+0.000,31.568,+0.040,+0.000,0.040,0.000,+0.370,1,3.428,31.568,4
3.500,012,+56.5985284,+23.6902670,33.880,0.00,+0.00,+0.000,32.509,-0.020,+0.000,0.020,0.020,-0.230,1,3.528,32.509,4
3.600,012,+56.5985200,+23.6902659,33.740,0.00,+0.00,+0.000,33.448,-0.040,+0.000,0.040,0.040,-0.350,1,3.628,33.448,4
3.700,012,+56.5985116,+23.6902647,33.610,0.00,+0.00,+0.000,34.383,-0.030,+0.000,0.030,0.030,-0.270,1,3.728,34.383,4
3.800,012,+56.5985033,+23.6902636,33.480,0.00,+0.00,+0.000,35.315,-0.040,+0.000,0.040,0.040,-0.390,1,3.828,35.315,4
3.900,012,+56.5984949,+23.6902624,33.470,0.00,+0.00,+0.000,36.245,+0.020,+0.000,0.020,0.000,+0.210,1,3.928,36.245,4
4.000,012,+56.5984866,+23.6902613,33.670,0.00,+0.00,+0.000,37.178,+0.080,+0.000,0.080,0.000,+0.810,1,4.028,37.178,4
4.100,012,+56.5984781,+23.6902601,34.090,0.00,+0.00,+0.000,38.119,+0.140,+0.000,0.140,0.000,+1.410,1,4.128,38.119,4
4.200,012,+56.5984696,+23.6902590,34.730,0.00,+0.00,+0.000,39.075,+0.210,+0.000,0.210,0.000,+2.010,1,4.228,39.075,4
4.300,012,+56.5984608,+23.6902578,35.590,0.00,+0.00,+0.000,40.051,+0.270,+0.000,0.270,0.000,+2.610,1,4.328,40.051,4
4.400,012,+56.5984518,+23.6902566,36.640,0.00,+0.00,+0.000,41.054,+0.300,+0.000,0.300,0.000,+2.970,1,4.428,41.054,4
4.500,012,+56.5984425,+23.6902553,37.650,0.00,+0.00,+0.000,42.086,+0.270,+0.000,0.270,0.000,+2.610,1,4.528,42.086,4
4.600,012,+56.5984330,+23.6902540,38.580,0.00,+0.00,+0.000,43.145,+0.250,+0.000,0.250,0.000,+2.490,1,4.628,43.145,4
4.700,012,+56.5984233,+23.6902527,39.400,0.00,+0.00,+0.000,44.228,+0.220,+0.000,0.220,0.000,+2.130,1,4.728,44.228,4
4.800,012,+56.5984134,+23.6902513,40.130,0.00,+0.00,+0.000,45.333,+0.180,+0.000,0.180,0.000,+1.770,1,4.828,45.333,4
4.900,012,+56.5984033,+23.6902499,40.690,0.00,+0.00,+0.000,46.455,+0.140,+0.000,0.140,0.000,+1.410,1,4.928,46.455,4
5.000,012,+56.5983931,+23.6902486,41.070,0.00,+0.00,+0.000,47.591,+0.080,+0.000,0.080,0.000,+0.810,1,5.028,47.591,4
5.100,012,+56.5983829,+23.6902472,41.230,0.00,+0.00,+0.000,48.734,+0.020,+0.000,0.020,0.000,+0.210,1,5.128,48.734,4
5.200,012,+56.5983726,+23.6902458,41.180,0.00,+0.00,+0.000,49.878,-0.040,+0.000,0.040,0.040,-0.390,1,5.228,49.878,4
5.300,012,+56.5983624,+23.6902444,40.920,0.00,+0.00,+0.000,51.019,-0.080,+0.000,0.080,0.080,-0.750,1,5.328,51.019,4
5.400,012,+56.5983523,+23.6902430,40.630,0.00,+0.00,+0.000,52.151,-0.060,+0.000,0.060,0.060,-0.630,1,5.428,52.151,4
5.500,012,+56.5983422,+23.6902416,40.430,0.00,+0.00,+0.000,53.277,-0.050,+0.000,0.050,0.050,-0.510,1,5.528,53.277,4
5.600,012,+56.5983322,+23.6902402,40.220,0.00,+0.00,+0.000,54.397,-0.060,+0.000,0.060,0.060,-0.630,1,5.628,54.397,4
5.700,012,+56.5983222,+23.6902389,40.020,0.00,+0.00,+0.000,55.512,-0.050,+0.000,0.050,0.050,-0.510,1,5.728,55.512,4
5.800,012,+56.5983122,+23.6902375,39.970,0.00,+0.00,+0.000,56.623,+0.010,+0.000,0.010,0.000,+0.090,1,5.828,56.623,4
5.900,012,+56.5983023,+23.6902362,40.030,0.00,+0.00,+0.000,57.734,+0.000,+0.000,0.000,0.000,-0.030,1,5.928,57.734,4
6.000,012,+56.5982924,+23.6902348,39.890,0.00,+0.00,+0.000,58.844,-0.060,+0.000,0.060,0.060,-0.630,1,6.028,58.844,4
6.100,012,+56.5982825,+23.6902335,39.550,0.00,+0.00,+0.000,59.947,-0.100,+0.000,0.100,0.100,-0.990,1,6.128,59.947,4
6.200,012,+56.5982727,+23.6902321,39.130,0.00,+0.00,+0.000,61.040,-0.110,-0.020,0.112,0.110,-1.110,1,6.228,61.040,4
6.300,012,+56.5982630,+23.6902308,38.870,0.00,+0.00,+0.000,62.123,-0.050,-0.020,0.054,0.050,-0.510,1,6.328,62.123,4
6.400,012,+56.5982533,+23.6902295,38.810,0.00,+0.00,+0.000,63.202,+0.010,-0.060,0.061,0.000,+0.090,1,6.428,63.202,4
6.500,012,+56.5982437,+23.6902283,38.980,0.00,+0.00,+0.000,64.282,+0.070,-0.110,0.130,0.000,+0.690,1,6.528,64.282,4
6.600,012,+56.5982339,+23.6902273,39.350,0.00,+0.00,+0.000,65.370,+0.130,-0.150,0.198,0.000,+1.290,1,6.628,65.370,4
6.700,012,+56.5982240,+23.6902266,39.690,0.00,+0.00,+0.000,66.468,+0.070,-0.200,0.212,0.000,+0.690,1,6.728,66.468,4
6.800,012,+56.5982141,+23.6902263,39.810,0.00,+0.00,+0.000,67.572,+0.010,-0.220,0.220,0.000,+0.090,1,6.828,67.572,4
6.900,012,+56.5982042,+23.6902263,39.710,0.00,+0.00,+0.000,68.677,-0.050,-0.220,0.226,0.050,-0.510,1,6.928,68.677,4
7.000,012,+56.5981943,+23.6902266,39.400,0.00,+0.00,+0.000,69.776,-0.110,-0.220,0.246,0.110,-1.110,1,7.028,69.776,4
7.100,012,+56.5981846,+23.6902273,38.890,0.00,+0.00,+0.000,70.863,-0.150,-0.210,0.258,0.150,-1.500,1,7.128,70.863,4
7.200,012,+56.5981750,+23.6902283,38.220,0.00,+0.00,+0.000,71.934,-0.210,-0.160,0.264,0.210,-2.100,1,7.228,71.934,4
7.300,012,+56.5981656,+23.6902296,37.340,0.00,+0.00,+0.000,72.983,-0.270,-0.190,0.330,0.270,-2.700,1,7.328,72.983,4
7.400,012,+56.5981565,+23.6902311,36.240,0.00,+0.00,+0.000,74.005,-0.340,-0.160,0.376,0.340,-3.300,1,7.428,74.005,4
7.500,012,+56.5981477,+23.6902328,35.090,0.00,+0.00,+0.000,74.996,-0.300,-0.140,0.331,0.300,-2.940,1,7.528,74.996,4
7.600,012,+56.5981391,+23.6902348,34.160,0.00,+0.00,+0.000,75.958,-0.240,-0.130,0.273,0.240,-2.340,1,7.628,75.958,4
7.700,012,+56.5981308,+23.6902369,33.450,0.00,+0.00,+0.000,76.897,-0.180,-0.130,0.222,0.180,-1.740,1,7.728,76.897,4
7.800,012,+56.5981226,+23.6902390,32.960,0.00,+0.00,+0.000,77.819,-0.120,-0.150,0.192,0.120,-1.140,1,7.828,77.819,4
7.900,012,+56.5981145,+23.6902413,32.680,0.00,+0.00,+0.000,78.731,-0.050,-0.150,0.158,0.050,-0.540,1,7.928,78.731,4
8.000,012,+56.5981065,+23.6902438,32.430,0.00,+0.00,+0.000,79.635,-0.090,-0.160,0.184,0.090,-0.850,1,8.028,79.635,4
8.100,012,+56.5980987,+23.6902466,32.000,0.00,+0.00,+0.000,80.530,-0.150,-0.190,0.242,0.150,-1.450,1,8.128,80.530,4
8.200,012,+56.5980909,+23.6902496,31.410,0.00,+0.00,+0.000,81.411,-0.160,-0.170,0.233,0.160,-1.570,1,8.228,81.411,4
8.300,012,+56.5980834,+23.6902529,30.980,0.00,+0.00,+0.000,82.277,-0.100,-0.160,0.189,0.100,-0.970,1,8.328,82.277,4
8.400,012,+56.5980759,+23.6902564,30.760,0.00,+0.00,+0.000,83.135,-0.040,-0.160,0.165,0.040,-0.370,1,8.428,83.135,4
8.500,012,+56.5980685,+23.6902601,30.740,0.00,+0.00,+0.000,83.989,+0.000,-0.160,0.160,0.000,-0.010,1,8.528,83.989,4
8.600,012,+56.5980612,+23.6902641,30.870,0.00,+0.00,+0.000,84.845,+0.060,-0.150,0.162,0.000,+0.590,1,8.628,84.845,4
8.700,012,+56.5980538,+23.6902684,31.210,0.00,+0.00,+0.000,85.707,+0.120,-0.120,0.170,0.000,+1.190,1,8.728,85.707,4
8.800,012,+56.5980463,+23.6902730,31.770,0.00,+0.00,+0.000,86.582,+0.180,-0.110,0.211,0.000,+1.790,1,8.828,86.582,4
8.900,012,+56.5980388,+23.6902779,32.550,0.00,+0.00,+0.000,87.475,+0.240,-0.160,0.288,0.000,+2.390,1,8.928,87.475,4
9.000,012,+56.5980310,+23.6902830,33.440,0.00,+0.00,+0.000,88.391,+0.230,-0.160,0.280,0.000,+2.270,1,9.028,88.391,4
9.100,012,+56.5980231,+23.6902884,34.130,0.00,+0.00,+0.000,89.330,+0.170,-0.150,0.227,0.000,+1.670,1,9.128,89.330,4
9.200,012,+56.5980151,+23.6902941,34.600,0.00,+0.00,+0.000,90.284,+0.110,-0.170,0.202,0.000,+1.070,1,9.228,90.284,4
9.300,012,+56.5980071,+23.6903002,34.860,0.00,+0.00,+0.000,91.249,+0.050,-0.180,0.187,0.000,+0.470,1,9.328,91.249,4
9.400,012,+56.5979992,+23.6903066,34.930,0.00,+0.00,+0.000,92.218,+0.010,-0.190,0.190,0.000,+0.110,1,9.428,92.218,4
9.500,012,+56.5979913,+23.6903133,35.020,0.00,+0.00,+0.000,93.190,+0.050,-0.220,0.226,0.000,+0.470,1,9.528,93.190,4
9.600,012,+56.5979834,+23.6903204,35.320,0.00,+0.00,+0.000,94.167,+0.110,-0.190,0.220,0.000,+1.070,1,9.628,94.167,4
9.700,012,+56.5979755,+23.6903278,35.680,0.00,+0.00,+0.000,95.153,+0.100,-0.200,0.224,0.000,+0.950,1,9.728,95.153,4
9.800,012,+56.5979677,+23.6903356,35.890,0.00,+0.00,+0.000,96.147,+0.040,-0.170,0.175,0.000,+0.350,1,9.828,96.147,4
9.900,012,+56.5979599,+23.6903436,35.890,0.00,+0.00,+0.000,97.144,-0.020,-0.160,0.161,0.020,-0.250,1,9.928,97.144,4
10.000,012,+56.5979522,+23.6903518,35.690,0.00,+0.00,+0.000,98.138,-0.070,-0.160,0.175,0.070,-0.670,1,10.028,98.138,4
10.100,012,+56.5979446,+23.6903602,35.510,0.00,+0.00,+0.000,99.127,-0.040,-0.130,0.136,0.040,-0.420,1,10.128,99.127,4
10.200,012,+56.5979371,+23.6903687,35.480,0.00,+0.00,+0.000,100.113,+0.020,-0.140,0.141,0.000,+0.180,1,10.228,100.113,4
10.300,012,+56.5979297,+23.6903774,35.680,0.00,+0.00,+0.000,101.101,+0.080,-0.110,0.136,0.000,+0.780,1,10.328,101.101,4
10.400,012,+56.5979222,+23.6903864,35.830,0.00,+0.00,+0.000,102.095,+0.020,-0.090,0.092,0.000,+0.180,1,10.428,102.095,4
10.500,012,+56.5979148,+23.6903955,35.760,0.00,+0.00,+0.000,103.089,-0.040,-0.080,0.089,0.040,-0.420,1,10.528,103.089,4
10.600,012,+56.5979075,+23.6904047,35.480,0.00,+0.00,+0.000,104.078,-0.100,-0.060,0.117,0.100,-1.020,1,10.628,104.078,4
10.700,012,+56.5979003,+23.6904137,35.000,0.00,+0.00,+0.000,105.057,-0.140,-0.040,0.146,0.140,-1.380,1,10.728,105.057,4
10.800,012,+56.5978932,+23.6904226,34.630,0.00,+0.00,+0.000,106.024,-0.080,-0.050,0.094,0.080,-0.780,1,10.828,106.024,4
10.900,012,+56.5978861,+23.6904315,34.450,0.00,+0.00,+0.000,106.984,-0.050,-0.090,0.103,0.050,-0.470,1,10.928,106.984,4
11.000,012,+56.5978791,+23.6904405,34.270,0.00,+0.00,+0.000,107.938,-0.060,-0.090,0.108,0.060,-0.590,1,11.028,107.938,4
11.100,012,+56.5978722,+23.6904496,34.110,0.00,+0.00,+0.000,108.888,-0.040,-0.120,0.126,0.040,-0.440,1,11.128,108.888,4
11.200,012,+56.5978654,+23.6904588,33.970,0.00,+0.00,+0.000,109.833,-0.030,-0.120,0.124,0.030,-0.250,1,11.228,109.833,4
11.300,012,+56.5978587,+23.6904682,33.880,0.00,+0.00,+0.000,110.776,-0.010,-0.140,0.140,0.010,-0.120,1,11.328,110.776,4
11.400,012,+56.5978521,+23.6904777,33.930,0.00,+0.00,+0.000,111.718,+0.040,-0.140,0.146,0.000,+0.360,1,11.428,111.718,4
11.500,012,+56.5978455,+23.6904874,34.150,0.00,+0.00,+0.000,112.663,+0.070,-0.140,0.157,0.000,+0.720,1,11.528,112.663,4
11.600,012,+56.5978390,+23.6904975,34.370,0.00,+0.00,+0.000,113.615,+0.040,-0.140,0.146,0.000,+0.360,1,11.628,113.615,4
11.700,012,+56.5978325,+23.6905077,34.370,0.00,+0.00,+0.000,114.570,-0.020,-0.140,0.141,0.020,-0.240,1,11.728,114.570,4
11.800,012,+56.5978261,+23.6905180,34.160,0.00,+0.00,+0.000,115.521,-0.090,-0.140,0.166,0.090,-0.840,1,11.828,115.521,4
11.900,012,+56.5978199,+23.6905285,33.730,0.00,+0.00,+0.000,116.464,-0.150,-0.140,0.205,0.150,-1.440,1,11.928,116.464,4
12.000,012,+56.5978139,+23.6905389,33.190,0.00,+0.00,+0.000,117.394,-0.140,-0.130,0.191,0.140,-1.350,1,12.028,117.394,4
12.100,012,+56.5978080,+23.6905493,32.740,0.00,+0.00,+0.000,118.309,-0.140,-0.130,0.191,0.140,-1.400,1,12.128,118.309,4
12.200,012,+56.5978023,+23.6905597,32.120,0.00,+0.00,+0.000,119.210,-0.180,-0.110,0.211,0.180,-1.760,1,12.228,119.210,4
12.300,012,+56.5977968,+23.6905700,31.620,0.00,+0.00,+0.000,120.096,-0.120,-0.110,0.163,0.120,-1.160,1,12.328,120.096,4
12.400,012,+56.5977915,+23.6905804,31.330,0.00,+0.00,+0.000,120.970,-0.060,-0.070,0.092,0.060,-0.560,1,12.428,120.970,4
12.500,012,+56.5977862,+23.6905908,31.260,0.00,+0.00,+0.000,121.839,+0.000,-0.070,0.070,0.000,+0.040,1,12.528,121.839,4
12.600,012,+56.5977809,+23.6906013,31.410,0.00,+0.00,+0.000,122.710,+0.070,-0.040,0.081,0.000,+0.640,1,12.628,122.710,4
12.700,012,+56.5977756,+23.6906119,31.770,0.00,+0.00,+0.000,123.587,+0.130,-0.020,0.132,0.000,+1.240,1,12.728,123.587,4
12.800,012,+56.5977702,+23.6906226,32.350,0.00,+0.00,+0.000,124.478,+0.190,-0.020,0.191,0.000,+1.840,1,12.828,124.478,4
12.900,012,+56.5977647,+23.6906336,33.140,0.00,+0.00,+0.000,125.387,+0.250,+0.000,0.250,0.000,+2.440,1,12.928,125.387,4
13.000,012,+56.5977591,+23.6906449,33.890,0.00,+0.00,+0.000,126.318,+0.190,+0.000,0.190,0.000,+1.840,1,13.028,126.318,4
13.100,012,+56.5977534,+23.6906564,34.430,0.00,+0.00,+0.000,127.267,+0.130,+0.000,0.130,0.000,+1.240,1,13.128,127.267,4
13.200,012,+56.5977476,+23.6906680,34.750,0.00,+0.00,+0.000,128.228,+0.070,+0.000,0.070,0.000,+0.640,1,13.228,128.228,4
13.300,012,+56.5977417,+23.6906796,34.850,0.00,+0.00,+0.000,129.195,+0.000,-0.040,0.040,0.000,+0.040,1,13.328,129.195,4
13.400,012,+56.5977359,+23.6906913,34.750,0.00,+0.00,+0.000,130.161,-0.040,-0.110,0.117,0.040,-0.390,1,13.428,130.161,4
13.500,012,+56.5977301,+23.6907029,34.590,0.00,+0.00,+0.000,131.124,-0.040,-0.190,0.194,0.040,-0.380,1,13.528,131.124,4
13.600,012,+56.5977245,+23.6907147,34.400,0.00,+0.00,+0.000,132.083,-0.050,-0.260,0.265,0.050,-0.500,1,13.628,132.083,4
13.700,012,+56.5977191,+23.6907268,34.230,0.00,+0.00,+0.000,133.036,-0.040,-0.260,0.263,0.040,-0.380,1,13.728,133.036,4
13.800,012,+56.5977140,+23.6907392,34.130,0.00,+0.00,+0.000,133.985,+0.000,-0.330,0.330,0.000,-0.020,1,13.828,133.985,4
13.900,012,+56.5977091,+23.6907519,34.250,0.00,+0.00,+0.000,134.935,+0.060,-0.370,0.375,0.000,+0.580,1,13.928,134.935,4
14.000,012,+56.5977045,+23.6907650,34.590,0.00,+0.00,+0.000,135.891,+0.120,-0.380,0.398,0.000,+1.180,1,14.028,135.891,4
14.100,012,+56.5977002,+23.6907787,35.150,0.00,+0.00,+0.000,136.860,+0.180,-0.400,0.439,0.000,+1.780,1,14.128,136.860,4
14.200,012,+56.5976960,+23.6907929,35.920,0.00,+0.00,+0.000,137.847,+0.240,-0.410,0.475,0.000,+2.380,1,14.228,137.847,4
14.300,012,+56.5976921,+23.6908078,36.900,0.00,+0.00,+0.000,138.858,+0.300,-0.440,0.533,0.000,+2.980,1,14.328,138.858,4
14.400,012,+56.5976884,+23.6908234,37.930,0.00,+0.00,+0.000,139.897,+0.270,-0.460,0.533,0.000,+2.620,1,14.428,139.897,4
14.500,012,+56.5976851,+23.6908397,38.750,0.00,+0.00,+0.000,140.962,+0.210,-0.440,0.488,0.000,+2.020,1,14.528,140.962,4
14.600,012,+56.5976820,+23.6908565,39.350,0.00,+0.00,+0.000,142.047,+0.140,-0.390,0.414,0.000,+1.420,1,14.628,142.047,4
14.700,012,+56.5976793,+23.6908737,39.730,0.00,+0.00,+0.000,143.145,+0.080,-0.330,0.340,0.000,+0.820,1,14.728,143.145,4
14.800,012,+56.5976769,+23.6908912,39.890,0.00,+0.00,+0.000,144.251,+0.020,-0.260,0.261,0.000,+0.220,1,14.828,144.251,4
14.900,012,+56.5976746,+23.6909088,39.840,0.00,+0.00,+0.000,145.359,-0.040,-0.200,0.204,0.040,-0.380,1,14.928,145.359,4
15.000,012,+56.5976724,+23.6909263,39.600,0.00,+0.00,+0.000,146.462,-0.080,-0.130,0.153,0.080,-0.800,1,15.028,146.462,4
15.100,012,+56.5976704,+23.6909437,39.190,0.00,+0.00,+0.000,147.556,-0.140,-0.160,0.213,0.140,-1.400,1,15.128,147.556,4
15.200,012,+56.5976686,+23.6909610,38.680,0.00,+0.00,+0.000,148.638,-0.150,-0.160,0.219,0.150,-1.520,1,15.228,148.638,4
15.300,012,+56.5976669,+23.6909781,38.000,0.00,+0.00,+0.000,149.703,-0.220,-0.150,0.266,0.220,-2.120,1,15.328,149.703,4
15.400,012,+56.5976654,+23.6909948,37.230,0.00,+0.00,+0.000,150.748,-0.230,-0.140,0.269,0.230,-2.240,1,15.428,150.748,4
15.500,012,+56.5976640,+23.6910112,36.290,0.00,+0.00,+0.000,151.769,-0.290,-0.140,0.322,0.290,-2.840,1,15.528,151.769,4
15.600,012,+56.5976628,+23.6910272,35.340,0.00,+0.00,+0.000,152.764,-0.280,-0.120,0.305,0.280,-2.720,1,15.628,152.764,4
15.700,012,+56.5976618,+23.6910428,34.230,0.00,+0.00,+0.000,153.730,-0.340,-0.110,0.357,0.340,-3.320,1,15.728,153.730,4
15.800,012,+56.5976608,+23.6910578,32.930,0.00,+0.00,+0.000,154.663,-0.380,-0.080,0.388,0.380,-3.680,1,15.828,154.663,4
15.900,012,+56.5976600,+23.6910723,31.730,0.00,+0.00,+0.000,155.561,-0.320,-0.050,0.324,0.320,-3.100,1,15.928,155.561,4
16.000,012,+56.5976593,+23.6910863,30.740,0.00,+0.00,+0.000,156.428,-0.250,-0.030,0.252,0.250,-2.500,1,16.028,156.428,4
16.100,012,+56.5976586,+23.6911000,29.970,0.00,+0.00,+0.000,157.272,-0.190,-0.030,0.192,0.190,-1.900,1,16.128,157.272,4
16.200,012,+56.5976579,+23.6911133,29.390,0.00,+0.00,+0.000,158.096,-0.160,-0.010,0.160,0.160,-1.540,1,16.228,158.096,4
16.300,012,+56.5976572,+23.6911264,28.820,0.00,+0.00,+0.000,158.904,-0.160,+0.000,0.160,0.160,-1.520,1,16.328,158.904,4
16.400,012,+56.5976565,+23.6911392,28.340,0.00,+0.00,+0.000,159.698,-0.130,+0.000,0.130,0.130,-1.250,1,16.428,159.698,4
16.500,012,+56.5976558,+23.6911519,28.020,0.00,+0.00,+0.000,160.481,-0.070,+0.000,0.070,0.070,-0.650,1,16.528,160.481,4
16.600,012,+56.5976552,+23.6911645,27.910,0.00,+0.00,+0.000,161.258,-0.010,+0.000,0.010,0.010,-0.050,1,16.628,161.258,4
16.700,012,+56.5976545,+23.6911770,28.020,0.00,+0.00,+0.000,162.035,+0.060,+0.000,0.060,0.000,+0.550,1,16.728,162.035,4
16.800,012,+56.5976538,+23.6911897,28.350,0.00,+0.00,+0.000,162.818,+0.120,+0.000,0.120,0.000,+1.150,1,16.828,162.818,4
16.900,012,+56.5976532,+23.6912026,28.900,0.00,+0.00,+0.000,163.613,+0.180,+0.000,0.180,0.000,+1.750,1,16.928,163.613,4
17.000,012,+56.5976525,+23.6912159,29.600,0.00,+0.00,+0.000,164.425,+0.190,+0.000,0.190,0.000,+1.870,1,17.028,164.425,4
17.100,012,+56.5976518,+23.6912293,30.150,0.00,+0.00,+0.000,165.255,+0.130,+0.000,0.130,0.000,+1.270,1,17.128,165.255,4
17.200,012,+56.5976510,+23.6912430,30.470,0.00,+0.00,+0.000,166.097,+0.070,+0.000,0.070,0.000,+0.670,1,17.228,166.097,4
17.300,012,+56.5976503,+23.6912568,30.580,0.00,+0.00,+0.000,166.945,+0.010,+0.000,0.010,0.000,+0.070,1,17.328,166.945,4
17.400,012,+56.5976496,+23.6912705,30.480,0.00,+0.00,+0.000,167.793,-0.050,+0.000,0.050,0.050,-0.530,1,17.428,167.793,4
17.500,012,+56.5976489,+23.6912842,30.210,0.00,+0.00,+0.000,168.636,-0.070,+0.000,0.070,0.070,-0.650,1,17.528,168.636,4
17.600,012,+56.5976482,+23.6912977,30.110,0.00,+0.00,+0.000,169.474,-0.010,+0.000,0.010,0.010,-0.050,1,17.628,169.474,4
