"Format","MoTeC CSV File"
"Venue","RULLITIS"
"Vehicle","JULIA"
"Driver",""
"Device","RAJAGP"
"Comment","Exported by RAJAGP Client"
"Log Date","20/08/2026"
"Log Time","11:11:40"
"Sample Rate","10.000"
"Duration","199.300"
"Range","All"

"Time","Satellites","GPS Latitude","GPS Longitude","Ground Speed","GPS Heading","GPS Altitude","GPS Vert Speed","Distance","G Force Long","G Force Lat","G Force Combined","Brake","Acceleration","Lap Number","Lap Time","Lap Distance","GPS Fix"
"s","count","deg","deg","km/h","deg","m","km/h","m","g","g","g","g","m/s2","lap","s","m","state"

38.800,012,+56.5988446,+23.6908943,25.890,0.00,+0.00,+0.000,369.585,+0.090,+0.000,0.090,0.000,+0.900,1,38.828,369.585,4
38.900,012,+56.5988504,+23.6908892,26.260,0.00,+0.00,+0.000,370.309,+0.100,+0.000,0.100,0.000,+1.020,1,38.928,370.309,4
39.000,012,+56.5988564,+23.6908840,26.550,0.00,+0.00,+0.000,371.042,+0.070,+0.000,0.070,0.000,+0.660,1,39.028,371.042,4
39.100,012,+56.5988624,+23.6908787,26.780,0.00,+0.00,+0.000,371.783,+0.060,+0.000,0.060,0.000,+0.540,1,39.128,371.783,4
39.200,012,+56.5988684,+23.6908735,26.930,0.00,+0.00,+0.000,372.529,+0.040,+0.000,0.040,0.000,+0.420,1,39.228,372.529,4
39.300,012,+56.5988745,+23.6908681,27.210,0.00,+0.00,+0.000,373.281,+0.100,+0.000,0.100,0.000,+1.020,1,39.328,373.281,4
39.400,012,+56.5988807,+23.6908627,27.700,0.00,+0.00,+0.000,374.044,+0.170,+0.000,0.170,0.000,+1.620,1,39.428,374.044,4
39.500,012,+56.5988870,+23.6908572,28.420,0.00,+0.00,+0.000,374.823,+0.230,+0.000,0.230,0.000,+2.220,1,39.528,374.823,4
39.600,012,+56.5988935,+23.6908515,29.350,0.00,+0.00,+0.000,375.625,+0.290,+0.000,0.290,0.000,+2.820,1,39.628,375.625,4
39.700,012,+56.5989002,+23.6908456,30.490,0.00,+0.00,+0.000,376.457,+0.350,+0.000,0.350,0.000,+3.420,1,39.728,376.457,4
39.800,012,+56.5989073,+23.6908395,31.750,0.00,+0.00,+0.000,377.321,+0.340,+0.000,0.340,0.000,+3.300,1,39.828,377.321,4
39.900,012,+56.5989145,+23.6908331,32.810,0.00,+0.00,+0.000,378.218,+0.280,+0.000,0.280,0.000,+2.700,1,39.928,378.218,4
40.000,012,+56.5989220,+23.6908265,33.650,0.00,+0.00,+0.000,379.141,+0.210,+0.000,0.210,0.000,+2.100,1,40.028,379.141,4
40.100,012,+56.5989297,+23.6908198,34.280,0.00,+0.00,+0.000,380.084,+0.150,+0.000,0.150,0.000,+1.500,1,40.128,380.084,4
40.200,012,+56.5989375,+23.6908130,34.860,0.00,+0.00,+0.000,381.044,+0.190,+0.000,0.190,0.000,+1.860,1,40.228,381.044,4
40.300,012,+56.5989454,+23.6908061,35.660,0.00,+0.00,+0.000,382.024,+0.250,+0.000,0.250,0.000,+2.460,1,40.328,382.024,4
40.400,012,+56.5989535,+23.6907990,36.480,0.00,+0.00,+0.000,383.026,+0.210,+0.000,0.210,0.000,+2.100,1,40.428,383.026,4
40.500,012,+56.5989618,+23.6907917,37.250,0.00,+0.00,+0.000,384.050,+0.230,+0.000,0.230,0.000,+2.220,1,40.528,384.050,4
40.600,012,+56.5989703,+23.6907843,38.020,0.00,+0.00,+0.000,385.095,+0.240,+0.000,0.240,0.000,+2.340,1,40.628,385.095,4
40.700,012,+56.5989790,+23.6907767,38.990,0.00,+0.00,+0.000,386.165,+0.300,+0.000,0.300,0.000,+2.940,1,40.728,386.165,4
40.800,012,+56.5989879,+23.6907689,40.010,0.00,+0.00,+0.000,387.262,+0.260,+0.000,0.260,0.000,+2.580,1,40.828,387.262,4
40.900,012,+56.5989970,+23.6907610,40.810,0.00,+0.00,+0.000,388.385,+0.200,+0.000,0.200,0.000,+1.980,1,40.928,388.385,4
41.000,012,+56.5990062,+23.6907529,41.390,0.00,+0.00,+0.000,389.526,+0.140,+0.000,0.140,0.000,+1.380,1,41.028,389.526,4
41.100,012,+56.5990156,+23.6907447,41.760,0.00,+0.00,+0.000,390.681,+0.080,+0.000,0.080,0.000,+0.780,1,41.128,390.681,4
41.200,012,+56.5990250,+23.6907365,41.910,0.00,+0.00,+0.000,391.843,+0.020,+0.000,0.020,0.000,+0.180,1,41.228,391.843,4
41.300,012,+56.5990344,+23.6907282,41.840,0.00,+0.00,+0.000,393.006,-0.040,+0.000,0.040,0.040,-0.420,1,41.328,393.006,4
41.400,012,+56.5990438,+23.6907200,41.560,0.00,+0.00,+0.000,394.165,-0.100,+0.000,0.100,0.100,-1.020,1,41.428,394.165,4
41.500,012,+56.5990530,+23.6907119,41.070,0.00,+0.00,+0.000,395.312,-0.170,+0.000,0.170,0.170,-1.620,1,41.528,395.312,4
41.600,012,+56.5990622,+23.6907039,40.480,0.00,+0.00,+0.000,396.445,-0.160,+0.000,0.160,0.160,-1.530,1,41.628,396.445,4
41.700,012,+56.5990712,+23.6906960,39.990,0.00,+0.00,+0.000,397.563,-0.120,+0.000,0.120,0.120,-1.220,1,41.728,397.563,4
41.800,012,+56.5990802,+23.6906882,39.680,0.00,+0.00,+0.000,398.669,-0.060,+0.000,0.060,0.060,-0.620,1,41.828,398.669,4
41.900,012,+56.5990890,+23.6906804,39.470,0.00,+0.00,+0.000,399.768,-0.080,+0.000,0.080,0.080,-0.740,1,41.928,399.768,4
42.000,012,+56.5990979,+23.6906727,39.070,0.00,+0.00,+0.000,400.859,-0.140,+0.130,0.191,0.140,-1.340,1,42.028,400.859,4
42.100,012,+56.5991066,+23.6906651,38.460,0.00,+0.00,+0.000,401.936,-0.200,+0.300,0.361,0.200,-1.940,1,42.128,401.936,4
42.200,012,+56.5991151,+23.6906577,37.670,0.00,+0.00,+0.000,402.993,-0.220,+0.460,0.510,0.220,-2.190,1,42.228,402.993,4
42.300,012,+56.5991237,+23.6906513,36.930,0.00,+0.00,+0.000,404.030,-0.210,+0.520,0.561,0.210,-2.070,1,42.328,404.030,4
42.400,012,+56.5991324,+23.6906462,36.260,0.00,+0.00,+0.000,405.046,-0.170,+0.660,0.682,0.170,-1.710,1,42.428,405.046,4
42.500,012,+56.5991411,+23.6906424,35.680,0.00,+0.00,+0.000,406.045,-0.140,+0.750,0.763,0.140,-1.350,1,42.528,406.045,4
42.600,012,+56.5991498,+23.6906397,35.330,0.00,+0.00,+0.000,407.032,-0.080,+0.750,0.754,0.080,-0.750,1,42.628,407.032,4
42.700,012,+56.5991585,+23.6906383,35.010,0.00,+0.00,+0.000,408.008,-0.090,+0.750,0.755,0.090,-0.870,1,42.728,408.008,4
42.800,012,+56.5991672,+23.6906380,34.690,0.00,+0.00,+0.000,408.977,-0.100,+0.680,0.687,0.100,-0.990,1,42.828,408.977,4
42.900,012,+56.5991758,+23.6906389,34.310,0.00,+0.00,+0.000,409.935,-0.110,+0.750,0.758,0.110,-1.110,1,42.928,409.935,4
43.000,012,+56.5991842,+23.6906409,33.780,0.00,+0.00,+0.000,410.881,-0.170,+0.740,0.759,0.170,-1.710,1,43.028,410.881,4
43.100,012,+56.5991923,+23.6906441,33.120,0.00,+0.00,+0.000,411.810,-0.180,+0.720,0.742,0.180,-1.790,1,43.128,411.810,4
43.200,012,+56.5992002,+23.6906484,32.610,0.00,+0.00,+0.000,412.723,-0.120,+0.660,0.671,0.120,-1.190,1,43.228,412.723,4
43.300,012,+56.5992077,+23.6906536,32.240,0.00,+0.00,+0.000,413.623,-0.110,+0.710,0.718,0.110,-1.070,1,43.328,413.623,4
43.400,012,+56.5992149,+23.6906599,31.850,0.00,+0.00,+0.000,414.513,-0.110,+0.850,0.857,0.110,-1.070,1,43.428,414.513,4
43.500,012,+56.5992218,+23.6906668,31.480,0.00,+0.00,+0.000,415.393,-0.100,+0.910,0.915,0.100,-0.970,1,43.528,415.393,4
43.600,012,+56.5992283,+23.6906745,31.000,0.00,+0.00,+0.000,416.261,-0.160,+0.900,0.914,0.160,-1.570,1,43.628,416.261,4
43.700,012,+56.5992341,+23.6906835,30.300,0.00,+0.00,+0.000,417.112,-0.220,+1.080,1.102,0.220,-2.170,1,43.728,417.112,4
43.800,012,+56.5992390,+23.6906936,29.390,0.00,+0.00,+0.000,417.941,-0.280,+1.080,1.116,0.280,-2.770,1,43.828,417.941,4
43.900,012,+56.5992428,+23.6907046,28.260,0.00,+0.00,+0.000,418.742,-0.340,+1.020,1.075,0.340,-3.370,1,43.928,418.742,4
44.000,012,+56.5992455,+23.6907160,26.970,0.00,+0.00,+0.000,419.509,-0.360,+0.880,0.951,0.360,-3.490,1,44.028,419.509,4
44.100,012,+56.5992473,+23.6907274,25.840,0.00,+0.00,+0.000,420.242,-0.290,+0.720,0.776,0.290,-2.890,1,44.128,420.242,4
44.200,012,+56.5992483,+23.6907387,24.930,0.00,+0.00,+0.000,420.948,-0.230,+0.580,0.624,0.230,-2.290,1,44.228,420.948,4
44.300,012,+56.5992486,+23.6907498,24.230,0.00,+0.00,+0.000,421.630,-0.170,+0.460,0.490,0.170,-1.690,1,44.328,421.630,4
44.400,012,+56.5992487,+23.6907606,23.750,0.00,+0.00,+0.000,422.297,-0.110,+0.260,0.282,0.110,-1.090,1,44.428,422.297,4
44.500,012,+56.5992487,+23.6907713,23.490,0.00,+0.00,+0.000,422.953,-0.050,+0.180,0.187,0.050,-0.490,1,44.528,422.953,4
44.600,012,+56.5992487,+23.6907819,23.440,0.00,+0.00,+0.000,423.605,+0.010,+0.100,0.100,0.000,+0.110,1,44.628,423.605,4
44.700,012,+56.5992487,+23.6907925,23.610,0.00,+0.00,+0.000,424.258,+0.070,+0.030,0.076,0.000,+0.710,1,44.728,424.258,4
44.800,012,+56.5992487,+23.6908033,23.990,0.00,+0.00,+0.000,424.919,+0.130,+0.000,0.130,0.000,+1.310,1,44.828,424.919,4
44.900,012,+56.5992487,+23.6908143,24.590,0.00,+0.00,+0.000,425.594,+0.190,+0.080,0.206,0.000,+1.910,1,44.928,425.594,4
45.000,012,+56.5992487,+23.6908256,25.410,0.00,+0.00,+0.000,426.288,+0.260,+0.150,0.300,0.000,+2.510,1,45.028,426.288,4
45.100,012,+56.5992487,+23.6908374,26.440,0.00,+0.00,+0.000,427.009,+0.320,+0.300,0.439,0.000,+3.110,1,45.128,427.009,4
45.200,012,+56.5992487,+23.6908497,27.670,0.00,+0.00,+0.000,427.760,+0.350,+0.490,0.602,0.000,+3.470,1,45.228,427.760,4
45.300,012,+56.5992483,+23.6908625,28.790,0.00,+0.00,+0.000,428.544,+0.290,+0.690,0.748,0.000,+2.870,1,45.328,428.544,4
45.400,012,+56.5992469,+23.6908755,29.690,0.00,+0.00,+0.000,429.357,+0.230,+0.810,0.842,0.000,+2.270,1,45.428,429.357,4
45.500,012,+56.5992445,+23.6908884,30.380,0.00,+0.00,+0.000,430.191,+0.170,+0.980,0.995,0.000,+1.670,1,45.528,430.191,4
45.600,012,+56.5992410,+23.6909007,30.850,0.00,+0.00,+0.000,431.041,+0.110,+1.100,1.105,0.000,+1.070,1,45.628,431.041,4
45.700,012,+56.5992365,+23.6909121,31.190,0.00,+0.00,+0.000,431.903,+0.100,+1.070,1.075,0.000,+0.950,1,45.728,431.903,4
45.800,012,+56.5992312,+23.6909225,31.570,0.00,+0.00,+0.000,432.775,+0.110,+1.030,1.036,0.000,+1.070,1,45.828,432.775,4
45.900,012,+56.5992252,+23.6909320,32.000,0.00,+0.00,+0.000,433.658,+0.120,+0.990,0.997,0.000,+1.190,1,45.928,433.658,4
46.000,012,+56.5992187,+23.6909405,32.470,0.00,+0.00,+0.000,434.553,+0.130,+0.850,0.860,0.000,+1.310,1,46.028,434.553,4
46.100,012,+56.5992116,+23.6909478,33.000,0.00,+0.00,+0.000,435.462,+0.170,+0.690,0.711,0.000,+1.670,1,46.128,435.462,4
46.200,012,+56.5992039,+23.6909538,33.730,0.00,+0.00,+0.000,436.389,+0.230,+0.570,0.615,0.000,+2.270,1,46.228,436.389,4
46.300,012,+56.5991958,+23.6909589,34.670,0.00,+0.00,+0.000,437.339,+0.290,+0.440,0.527,0.000,+2.870,1,46.328,437.339,4
46.400,012,+56.5991875,+23.6909641,35.580,0.00,+0.00,+0.000,438.315,+0.230,+0.290,0.370,0.000,+2.270,1,46.428,438.315,4
46.500,012,+56.5991790,+23.6909693,36.260,0.00,+0.00,+0.000,439.312,+0.170,+0.130,0.214,0.000,+1.670,1,46.528,439.312,4
46.600,012,+56.5991704,+23.6909746,36.730,0.00,+0.00,+0.000,440.326,+0.110,+0.000,0.110,0.000,+1.070,1,46.628,440.326,4
46.700,012,+56.5991616,+23.6909800,36.990,0.00,+0.00,+0.000,441.350,+0.050,+0.000,0.050,0.000,+0.470,1,46.728,441.350,4
46.800,012,+56.5991529,+23.6909854,37.060,0.00,+0.00,+0.000,442.379,+0.010,+0.000,0.010,0.000,+0.110,1,46.828,442.379,4
46.900,012,+56.5991441,+23.6909907,37.040,0.00,+0.00,+0.000,443.408,-0.010,+0.000,0.010,0.010,-0.070,1,46.928,443.408,4
47.000,012,+56.5991354,+23.6909961,37.000,0.00,+0.00,+0.000,444.436,-0.020,+0.000,0.020,0.020,-0.200,1,47.028,444.436,4
47.100,012,+56.5991267,+23.6910015,36.800,0.00,+0.00,+0.000,445.461,-0.080,+0.000,0.080,0.080,-0.800,1,47.128,445.461,4
47.200,012,+56.5991180,+23.6910068,36.510,0.00,+0.00,+0.000,446.479,-0.100,+0.000,0.100,0.100,-0.990,1,47.228,446.479,4
47.300,012,+56.5991095,+23.6910121,36.100,0.00,+0.00,+0.000,447.488,-0.120,+0.000,0.120,0.120,-1.170,1,47.328,447.488,4
47.400,012,+56.5991010,+23.6910173,35.700,0.00,+0.00,+0.000,448.485,-0.110,+0.000,0.110,0.110,-1.080,1,47.428,448.485,4
47.500,012,+56.5990926,+23.6910225,35.360,0.00,+0.00,+0.000,449.472,-0.090,+0.000,0.090,0.090,-0.830,1,47.528,449.472,4
47.600,012,+56.5990843,+23.6910276,35.080,0.00,+0.00,+0.000,450.450,-0.070,+0.000,0.070,0.070,-0.680,1,47.628,450.450,4
47.700,012,+56.5990760,+23.6910327,34.780,0.00,+0.00,+0.000,451.421,-0.110,+0.000,0.110,0.110,-1.090,1,47.728,451.421,4
47.800,012,+56.5990679,+23.6910377,34.260,0.00,+0.00,+0.000,452.379,-0.170,+0.000,0.170,0.170,-1.690,1,47.828,452.379,4
47.900,012,+56.5990599,+23.6910426,33.600,0.00,+0.00,+0.000,453.322,-0.200,+0.000,0.200,0.200,-1.920,1,47.928,453.322,4
48.000,012,+56.5990520,+23.6910474,32.970,0.00,+0.00,+0.000,454.247,-0.170,+0.000,0.170,0.170,-1.630,1,48.028,454.247,4
48.100,012,+56.5990443,+23.6910522,32.450,0.00,+0.00,+0.000,455.155,-0.140,+0.000,0.140,0.140,-1.420,1,48.128,455.155,4
48.200,012,+56.5990367,+23.6910568,31.980,0.00,+0.00,+0.000,456.050,-0.140,+0.000,0.140,0.140,-1.330,1,48.228,456.050,4
48.300,012,+56.5990292,+23.6910615,31.520,0.00,+0.00,+0.000,456.932,-0.130,+0.000,0.130,0.130,-1.280,1,48.328,456.932,4
48.400,012,+56.5990218,+23.6910660,31.100,0.00,+0.00,+0.000,457.802,-0.120,+0.000,0.120,0.120,-1.150,1,48.428,457.802,4
48.500,012,+56.5990145,+23.6910705,30.800,0.00,+0.00,+0.000,458.661,-0.060,+0.000,0.060,0.060,-0.610,1,48.528,458.661,4
48.600,012,+56.5990073,+23.6910750,30.710,0.00,+0.00,+0.000,459.516,+0.000,+0.000,0.000,0.000,-0.010,1,48.628,459.516,4
48.700,012,+56.5990000,+23.6910794,30.840,0.00,+0.00,+0.000,460.371,+0.060,+0.000,0.060,0.000,+0.590,1,48.728,460.371,4
48.800,012,+56.5989927,+23.6910840,31.180,0.00,+0.00,+0.000,461.232,+0.120,+0.000,0.120,0.000,+1.190,1,48.828,461.232,4
48.900,012,+56.5989852,+23.6910885,31.740,0.00,+0.00,+0.000,462.106,+0.180,+0.000,0.180,0.000,+1.790,1,48.928,462.106,4
49.000,012,+56.5989776,+23.6910932,32.510,0.00,+0.00,+0.000,462.998,+0.240,+0.000,0.240,0.000,+2.390,1,49.028,462.998,4
49.100,012,+56.5989698,+23.6910980,33.500,0.00,+0.00,+0.000,463.915,+0.300,+0.000,0.300,0.000,+2.990,1,49.128,463.915,4
49.200,012,+56.5989617,+23.6911030,34.710,0.00,+0.00,+0.000,464.862,+0.370,+0.000,0.370,0.000,+3.590,1,49.228,464.862,4
49.300,012,+56.5989533,+23.6911082,36.130,0.00,+0.00,+0.000,465.846,+0.430,+0.000,0.430,0.000,+4.190,1,49.328,465.846,4
49.400,012,+56.5989446,+23.6911136,37.770,0.00,+0.00,+0.000,466.873,+0.490,+0.000,0.490,0.000,+4.790,1,49.428,466.873,4
49.500,012,+56.5989354,+23.6911192,39.530,0.00,+0.00,+0.000,467.946,+0.500,+0.000,0.500,0.000,+4.910,1,49.528,467.946,4
49.600,012,+56.5989258,+23.6911251,41.300,0.00,+0.00,+0.000,469.069,+0.500,+0.000,0.500,0.000,+4.910,1,49.628,469.069,4
49.700,012,+56.5989158,+23.6911313,43.060,0.00,+0.00,+0.000,470.241,+0.500,-0.040,0.502,0.000,+4.910,1,49.728,470.241,4
49.800,012,+56.5989054,+23.6911377,44.740,0.00,+0.00,+0.000,471.460,+0.450,-0.140,0.471,0.000,+4.430,1,49.828,471.460,4
49.900,012,+56.5988946,+23.6911443,46.210,0.00,+0.00,+0.000,472.723,+0.390,-0.360,0.531,0.000,+3.820,1,49.928,472.723,4
50.000,012,+56.5988836,+23.6911517,47.450,0.00,+0.00,+0.000,474.024,+0.330,-0.480,0.582,0.000,+3.220,1,50.028,474.024,4
50.100,012,+56.5988726,+23.6911604,48.490,0.00,+0.00,+0.000,475.357,+0.270,-0.730,0.778,0.000,+2.620,1,50.128,475.357,4
50.200,012,+56.5988617,+23.6911705,49.300,0.00,+0.00,+0.000,476.715,+0.210,-0.930,0.953,0.000,+2.020,1,50.228,476.715,4
50.300,012,+56.5988511,+23.6911821,49.900,0.00,+0.00,+0.000,478.092,+0.150,-0.980,0.991,0.000,+1.420,1,50.328,478.092,4
50.400,012,+56.5988408,+23.6911950,50.280,0.00,+0.00,+0.000,479.484,+0.080,-0.950,0.953,0.000,+0.820,1,50.428,479.484,4
50.500,012,+56.5988309,+23.6912091,50.450,0.00,+0.00,+0.000,480.883,+0.020,-1.100,1.100,0.000,+0.220,1,50.528,480.883,4
50.600,012,+56.5988217,+23.6912246,50.400,0.00,+0.00,+0.000,482.284,-0.040,-1.380,1.381,0.040,-0.380,1,50.628,482.284,4
50.700,012,+56.5988136,+23.6912418,50.140,0.00,+0.00,+0.000,483.680,-0.100,-1.520,1.523,0.100,-0.980,1,50.728,483.680,4
50.800,012,+56.5988065,+23.6912604,49.660,0.00,+0.00,+0.000,485.066,-0.160,-1.530,1.538,0.160,-1.580,1,50.828,485.066,4
50.900,012,+56.5988006,+23.6912799,48.960,0.00,+0.00,+0.000,486.436,-0.220,-1.200,1.220,0.220,-2.180,1,50.928,486.436,4
51.000,012,+56.5987959,+23.6913001,48.050,0.00,+0.00,+0.000,487.783,-0.280,-1.020,1.058,0.280,-2.780,1,51.028,487.783,4
51.100,012,+56.5987923,+23.6913205,46.920,0.00,+0.00,+0.000,489.102,-0.340,-0.710,0.787,0.340,-3.380,1,51.128,489.102,4
51.200,012,+56.5987891,+23.6913405,45.580,0.00,+0.00,+0.000,490.387,-0.410,-0.510,0.654,0.410,-3.980,1,51.228,490.387,4
51.300,012,+56.5987862,+23.6913600,44.010,0.00,+0.00,+0.000,491.631,-0.470,-0.410,0.624,0.470,-4.580,1,51.328,491.631,4
51.400,012,+56.5987837,+23.6913790,42.330,0.00,+0.00,+0.000,492.830,-0.490,-0.380,0.620,0.490,-4.820,1,51.428,492.830,4
51.500,012,+56.5987817,+23.6913973,40.590,0.00,+0.00,+0.000,493.982,-0.500,-0.380,0.628,0.500,-4.940,1,51.528,493.982,4
51.600,012,+56.5987801,+23.6914149,38.770,0.00,+0.00,+0.000,495.084,-0.520,-0.350,0.627,0.520,-5.060,1,51.628,495.084,4
51.700,012,+56.5987788,+23.6914318,36.900,0.00,+0.00,+0.000,496.135,-0.510,-0.320,0.602,0.510,-5.020,1,51.728,496.135,4
51.800,012,+56.5987779,+23.6914479,35.220,0.00,+0.00,+0.000,497.137,-0.450,-0.290,0.535,0.450,-4.420,1,51.828,497.137,4
51.900,012,+56.5987772,+23.6914634,33.760,0.00,+0.00,+0.000,498.095,-0.390,-0.240,0.458,0.390,-3.820,1,51.928,498.095,4
52.000,012,+56.5987768,+23.6914783,32.510,0.00,+0.00,+0.000,499.015,-0.330,-0.180,0.376,0.330,-3.220,1,52.028,499.015,4
52.100,012,+56.5987765,+23.6914927,31.480,0.00,+0.00,+0.000,499.904,-0.270,-0.130,0.300,0.270,-2.620,1,52.128,499.904,4
52.200,012,+56.5987765,+23.6915067,30.670,0.00,+0.00,+0.000,500.767,-0.210,-0.090,0.228,0.210,-2.020,1,52.228,500.767,4
52.300,012,+56.5987765,+23.6915204,30.070,0.00,+0.00,+0.000,501.611,-0.140,-0.050,0.149,0.140,-1.420,1,52.328,501.611,4
52.400,012,+56.5987765,+23.6915339,29.690,0.00,+0.00,+0.000,502.441,-0.080,-0.050,0.094,0.080,-0.820,1,52.428,502.441,4
52.500,012,+56.5987765,+23.6915473,29.520,0.00,+0.00,+0.000,503.263,-0.020,-0.020,0.028,0.020,-0.220,1,52.528,503.263,4
52.600,012,+56.5987765,+23.6915606,29.570,0.00,+0.00,+0.000,504.084,+0.040,-0.020,0.045,0.000,+0.380,1,52.628,504.084,4
52.700,012,+56.5987765,+23.6915741,29.840,0.00,+0.00,+0.000,504.909,+0.100,-0.070,0.122,0.000,+0.980,1,52.728,504.909,4
52.800,012,+56.5987765,+23.6915877,30.320,0.00,+0.00,+0.000,505.745,+0.160,-0.130,0.206,0.000,+1.580,1,52.828,505.745,4
52.900,012,+56.5987765,+23.6916016,31.020,0.00,+0.00,+0.000,506.597,+0.220,-0.190,0.291,0.000,+2.180,1,52.928,506.597,4
53.000,012,+56.5987766,+23.6916158,31.810,0.00,+0.00,+0.000,507.469,+0.230,-0.250,0.340,0.000,+2.300,1,53.028,507.469,4
53.100,012,+56.5987771,+23.6916304,32.540,0.00,+0.00,+0.000,508.363,+0.200,-0.330,0.386,0.000,+1.940,1,53.128,508.363,4
53.200,012,+56.5987781,+23.6916452,33.160,0.00,+0.00,+0.000,509.276,+0.160,-0.460,0.487,0.000,+1.580,1,53.228,509.276,4
53.300,012,+56.5987795,+23.6916601,33.670,0.00,+0.00,+0.000,510.204,+0.120,-0.510,0.524,0.000,+1.220,1,53.328,510.204,4
53.400,012,+56.5987813,+23.6916751,34.080,0.00,+0.00,+0.000,511.145,+0.110,-0.520,0.532,0.000,+1.100,1,53.428,511.145,4
53.500,012,+56.5987837,+23.6916900,34.610,0.00,+0.00,+0.000,512.099,+0.170,-0.710,0.730,0.000,+1.700,1,53.528,512.099,4
53.600,012,+56.5987866,+23.6917049,35.260,0.00,+0.00,+0.000,513.069,+0.190,-0.750,0.774,0.000,+1.820,1,53.628,513.069,4
53.700,012,+56.5987900,+23.6917198,35.790,0.00,+0.00,+0.000,514.056,+0.120,-0.870,0.878,0.000,+1.220,1,53.728,514.056,4
53.800,012,+56.5987941,+23.6917343,36.090,0.00,+0.00,+0.000,515.054,+0.060,-1.170,1.172,0.000,+0.620,1,53.828,515.054,4
53.900,012,+56.5987992,+23.6917477,36.190,0.00,+0.00,+0.000,516.058,+0.000,-1.200,1.200,0.000,+0.020,1,53.928,516.058,4
54.000,012,+56.5988053,+23.6917598,36.060,0.00,+0.00,+0.000,517.062,-0.060,-1.460,1.461,0.060,-0.580,1,54.028,517.062,4
54.100,012,+56.5988123,+23.6917698,35.730,0.00,+0.00,+0.000,518.059,-0.120,-1.470,1.475,0.120,-1.180,1,54.128,518.059,4
54.200,012,+56.5988199,+23.6917778,35.170,0.00,+0.00,+0.000,519.043,-0.180,-1.200,1.213,0.180,-1.780,1,54.228,519.043,4
54.300,012,+56.5988280,+23.6917835,34.500,0.00,+0.00,+0.000,520.011,-0.190,-0.990,1.008,0.190,-1.900,1,54.328,520.011,4
54.400,012,+56.5988362,+23.6917874,33.950,0.00,+0.00,+0.000,520.962,-0.130,-0.650,0.663,0.130,-1.300,1,54.428,520.962,4
54.500,012,+56.5988445,+23.6917903,33.610,0.00,+0.00,+0.000,521.900,-0.070,-0.480,0.485,0.070,-0.700,1,54.528,521.900,4
54.600,012,+56.5988527,+23.6917930,33.490,0.00,+0.00,+0.000,522.832,-0.010,-0.190,0.190,0.010,-0.100,1,54.628,522.832,4
54.700,012,+56.5988610,+23.6917957,33.560,0.00,+0.00,+0.000,523.763,+0.030,-0.060,0.067,0.000,+0.260,1,54.728,523.763,4
54.800,012,+56.5988692,+23.6917985,33.610,0.00,+0.00,+0.000,524.696,+0.010,+0.000,0.010,0.000,+0.140,1,54.828,524.696,4
54.900,012,+56.5988775,+23.6918012,33.620,0.00,+0.00,+0.000,525.630,+0.000,+0.000,0.000,0.000,+0.020,1,54.928,525.630,4
55.000,012,+56.5988857,+23.6918040,33.490,0.00,+0.00,+0.000,526.562,-0.060,-0.010,0.061,0.060,-0.580,1,55.028,526.562,4
55.100,012,+56.5988939,+23.6918067,33.150,0.00,+0.00,+0.000,527.488,-0.120,-0.020,0.122,0.120,-1.180,1,55.128,527.488,4
55.200,012,+56.5989019,+23.6918094,32.620,0.00,+0.00,+0.000,528.401,-0.160,-0.020,0.161,0.160,-1.540,1,55.228,528.401,4
55.300,012,+56.5989098,+23.6918120,32.020,0.00,+0.00,+0.000,529.299,-0.160,-0.040,0.165,0.160,-1.520,1,55.328,529.299,4
55.400,012,+56.5989176,+23.6918145,31.600,0.00,+0.00,+0.000,530.183,-0.090,-0.040,0.098,0.090,-0.920,1,55.428,530.183,4
55.500,012,+56.5989254,+23.6918168,31.400,0.00,+0.00,+0.000,531.057,-0.030,-0.050,0.058,0.030,-0.330,1,55.528,531.057,4
55.600,012,+56.5989331,+23.6918191,31.310,0.00,+0.00,+0.000,531.928,-0.020,-0.060,0.063,0.020,-0.210,1,55.628,531.928,4
55.700,012,+56.5989408,+23.6918213,31.260,0.00,+0.00,+0.000,532.798,-0.010,-0.060,0.061,0.010,-0.090,1,55.728,532.798,4
55.800,012,+56.5989485,+23.6918234,31.360,0.00,+0.00,+0.000,533.667,+0.050,-0.060,0.078,0.000,+0.510,1,55.828,533.667,4
55.900,012,+56.5989563,+23.6918254,31.670,0.00,+0.00,+0.000,534.543,+0.110,-0.060,0.125,0.000,+1.110,1,55.928,534.543,4
56.000,012,+56.5989642,+23.6918273,32.200,0.00,+0.00,+0.000,535.430,+0.170,-0.060,0.180,0.000,+1.710,1,56.028,535.430,4
56.100,012,+56.5989723,+23.6918292,32.950,0.00,+0.00,+0.000,536.335,+0.240,-0.060,0.247,0.000,+2.310,1,56.128,536.335,4
56.200,012,+56.5989806,+23.6918310,33.910,0.00,+0.00,+0.000,537.263,+0.300,-0.070,0.308,0.000,+2.910,1,56.228,537.263,4
56.300,012,+56.5989892,+23.6918328,35.090,0.00,+0.00,+0.000,538.222,+0.360,-0.070,0.367,0.000,+3.510,1,56.328,538.222,4
56.400,012,+56.5989981,+23.6918346,36.470,0.00,+0.00,+0.000,539.215,+0.390,-0.080,0.398,0.000,+3.870,1,56.428,539.215,4
